id_venta,fecha,producto,categoria,cantidad,precio_unitario,vendedor,region,metodo_pago,cliente_frecuente
568,2025-08-10,Celular gama media,Celulares,4,153941.0,Marisol Vargas,Puntarenas,Sinpe Móvil,No
462,2025-08-19,Monitor 24 pulgadas,Monitores,2,119861.0,Luis Chinchilla,Cartago,Sinpe Móvil,No
205,2025-06-19,Celular gama alta,Celulares,2,,  MARISOL VARGAS  ,San José,Efectivo,Sí
569,2025-01-03,Mouse inalámbrico,Accesorios,2,7858.0,Luis Chinchilla,Heredia,Tarjeta,Sí
157,2025-04-25,Mouse inalámbrico,Accesorios,1,7800.0,Luis Chinchilla,Alajuela,Sinpe Móvil,si
880,2025-03-08,Cargador portatil (power bank),Accesorios,2,,Ana Rojas,Alajuela,Sinpe Móvil,Sí
1028,2025-02-02,Mouse inalámbrico,Accesorios,5,10746.0,Fabiola Araya,Heredia,Sinpe Móvil,Sí
474,2025-06-07,Celular gama alta,Celulares,1,561980.0,Kevin Solano,San José,Efectivo,Sí
633,2025-03-04,Audífonos inalámbricos,Audio,1,,Ana Rojas,Puntarenas,Efectivo,No
1116,2025-01-21,Monitor 27 pulgadas curvo,Monitores,1,249155.0,luis chinchilla,Guanacaste,Transferencia,No
700,2025-07-10,Teclado mecánico,Accesorios,3,35126.0,Fabiola Araya,,Tarjeta,No
840,2025-04-21,Cargador portátil (power bank),Accesorios,3,14718.0,Luis Chinchilla,Guanacaste,Transferencia,No
917,2025-03-12,Celular gama media,Celulares,1,248535.0,Marisol Vargas,San José,Efectivo,No
4,2025-07-03,Laptop gamer 15 pulgadas,Laptops,3,982000.0,Ana Rojas,Guanacaste,Sinpe Móvil,No
366,2025-02-20,Mouse inalámbrico,Accesorios,4,10563.0,KEVIN SOLANO,Alajuela,Transferencia,Sí
985,2025-01-05,Celular gama alta,Celulares,5,690519.0,Fabiola Araya,Limón,Efectivo,No
347,2025-01-19,Monitor 27 pulgadas curvo,Monitores,5,223705.0,Kevin Solano,Puntarenas,Tarjeta,No
417,2025-05-03,Laptop gamer 15 pulgadas,Laptops,3,1182454.0,Fabiola Araya,Limón,Efectivo,No
265,17/02/2025,Cargador portátil (power bank),Accesorios,4,18952.0,Luis Chinchilla,Alajuela,Transferencia,Sí
255,2025-06-01,Laptop gamer 15 pulgadas,Laptops,2,1184042.0,Marisol Vargas,San José,Tarjeta,No
920,2025-09-26,Parlante bluetooth,Audio,2,36192.0,Ana Rojas,San José,Efectivo,No
908,2025-02-26,Teclado mecánico,Accesorios,3,32551.0,Luis Chinchilla,Cartago,Efectivo,Sí
102,2025-06-20,Laptop 14 pulgadas,Laptops,1,414000.0,Fabiola Araya,Alajuela,Tarjeta,No
1016,2025-06-15,Mouse inalámbrico,Accesorios,3,7569.0,Luis Chinchilla,Cartago,Tarjeta,No
707,2025-01-03,Cargador portátil (power bank),Accesorios,2,11715.0,Kevin Solano,Cartago,Efectivo,Sí
973,2025-08-28,Laptop 14 pulgadas,laptops,1,489340.0,Fabiola Araya,Guanacaste,Efectivo,Sí
434,2025-04-13,Cargador portátil (power bank),Accesorios,1,12787.0,Kevin Solano,Heredia,Sinpe Móvil,No
749,2025-05-17,Laptop gamer 15 pulgadas,Laptops,2,1191602.0,Kevin Solano,Puntarenas,Tarjeta,No
362,2025-05-15,Teclado mecánico,Accesorios,5,31239.0,Kevin Solano,Alajuela,Efectivo,No
895,2025-06-16,Parlante bluetooth,Audio,4,27706.0,Marisol Vargas,Limón,Tarjeta,No
683,2025-09-17,Monitor 24 pulgadas,Monitores,4,119495.0,Marisol Vargas,Heredia,Tarjeta,Sí
816,2025-09-19,Celular gama alta,Celulares,5,595488.0,Marisol Vargas,Puntarenas,Tarjeta,No
117,2025-05-20,Laptop gamer 15 pulgadas,Laptops,1,883200.0,Fabiola Araya,Heredia,Sinpe Móvil,Sí
94,2025-08-01,Parlante bluetooth,Audio,1,2530.0,Fabiola Araya,Cartago,Transferencia,No
447,2025-03-11,Laptop 14 pulgadas,Laptops,1,488490.0,Fabiola Araya,,Transferencia,No
606,2025-04-21,Monitor 24 pulgadas,Monitores,1,174581.0,Fabiola Araya,Heredia,Transferencia,No
679,2025-09-01,Parlante bluetooth,Audio,3,51602.0,Luis Chinchilla,Cartago,Transferencia,No
201,2025-03-13,Laptop 14 pulgadas,Laptops,2,458100.0,Fabiola Araya,Cartago,Transferencia,Sí
538,2025-05-24,Laptop 14 pulgadas,Laptops,5,515242.0,  Luis Chinchilla  ,Puntarenas,Transferencia,Sí
642,2025-04-03,Monitor 24 pulgadas,Monitores,1,132321.0,Ana Rojas,Alajuela,Transferencia,Sí
912,2025-05-30,Cargador portátil (power bank),Accesorios,4,11774.0,Fabiola Araya,Heredia,Tarjeta,No
331,2025-09-09,Celular gama media,Celulares,1,213451.0,Fabiola Araya,Cartago,Transferencia,Sí
1059,2025-08-24,Audífonos inalámbricos,Audio,5,32935.0,Luis Chinchilla,Guanacaste,Sinpe Móvil,Sí
620,2025-07-08,Cargador portátil (power bank),Accesorios,2,12499.0,Kevin Solano,San José,Efectivo,No
6,2025-05-23,Monitor 24 pulgadas,Monitores,2,168400.0,Luis Chinchilla,Cartago,Transferencia,Sí
109,2025-08-09,Celular gama alta,Celulares,2,,Marisol Vargas,Limón,Sinpe Móvil,No
490,2025-05-29,Audífonos inalámbricos,Audio,1,15222.0,Marisol Vargas,Heredia,Tarjeta,No
380,2025-08-07,Teclado mecánico,Accesorios,3,36637.0,Kevin Solano,Puntarenas,Sinpe Móvil,Sí
907,2025-01-28,Parlante bluetooth,Audio,2,53315.0,Ana Rojas,Limón,Transferencia,Sí
506,2025-05-27,Cargador portátil (power bank),Accesorios,4,11160.0,Ana Rojas,Limón,Sinpe Móvil,No
468,2025-05-28,Monitor 27 pulgadas curvo,Monitores,1,254862.0,Fabiola Araya,Limón,Transferencia,Si
35,2025-02-25,Funda protectora celular,Accesorios,1,3200.0,Kevin Solano,Alajuela,Efectivo,No
885,2025-09-23,Laptop gamer 15 pulgadas,Laptops,1,741625.0,Ana Rojas,Heredia,Sinpe Móvil,Sí
9,2025-09-13,Cargador portátil (power bank),Accesorios,1,20900.0,Kevin Solano,Alajuela,Transferencia,Sí
778,2025-07-06,Celular gama alta,Celulares,3,681357.0,Ana Rojas,Alajuela,Transferencia,Sí
515,2025-08-07,Celular gama media,Celulares,5,216909.0,Kevin Solano,San José,Sinpe Móvil,No
107,2025-02-07,Monitor 27 pulgadas curvo,Monitores,4,231900.0,Luis Chinchilla,San José,Efectivo,Sí
308,2025-07-14,Funda protectora celular,Accesorios,3,3335.0,Kevin Solano,Puntarenas,Sinpe Móvil,Sí
429,2025-02-13,Celular gama media,Celulares,5,281578.0,Luis Chinchilla,Heredia,Tarjeta,No
514,2025-03-15,Monitor 24 pulgadas,Monitores,5,125473.0,Kevin Solano,Cartago,Tarjeta,Sí
613,2025-05-20,Mouse inalámbrico,Accesorios,5,6922.0,  Marisol Vargas  ,San José,Tarjeta,No
599,2025-01-05,Monitor 27 pulgadas curvo,Monitores,5,280702.0,Fabiola Araya,Cartago,Efectivo,Sí
73,2025-08-10,Laptop 14 pulgadas,Laptops,3,543000.0,Ana Rojas,San José,Efectivo,No 
337,2025-02-28,Laptop gamer 15 pulgadas,Laptops,4,1173001.0,Ana Rojas,Guanacaste,Transferencia,No
938,2025-04-02,Audífonos inalámbricos,Audio,1,25070.0,Kevin Solano,San José,Sinpe Móvil,No
95,2025-06-23,Audífonos inalámbricos,Audio,3,29000.0,Ana Rojas,Alajuela,Efectivo,No
532,2025-05-21,Cargador portátil (power bank),Accesorios,5,20730.0,luis chinchilla,Heredia,Sinpe Móvil,Sí
926,2025-04-09,Audífonos inalámbricos,Audio,2,15774.0,Luis Chinchilla,Cartago,Sinpe Móvil,Sí
210,2025-03-20,Audífonos inalámbricos,Audio,1,21900.0,Fabiola Araya,Limón,Efectivo,No
176,2025-04-08,Laptop gamer 15 pulgadas,Laptops,1,822500.0,  Luis Chinchilla  ,Heredia,Efectivo,No
469,2025-02-19,Audífonos inalámbricos,Audio,4,23957.0,Kevin Solano,Heredia,Transferencia,Sí
270,2025-04-01,Audífonos inalámbricos,Audio,4,15595.0,Kevin Solano,Limón,Sinpe Móvil,Sí
107,2025-02-07,Monitor 27 pulgadas curvo,Monitores,4,231900.0,Luis Chinchilla,San José,Efectivo,Sí
847,2025-04-05,Audífonos inalámbricos,Audio,1,18001.0,Ana Rojas,San José,Transferencia,Sí
1147,2025-02-02,Teclado mecánico,Accesorios,2,40073.0,Kevin Solano,Limón,Transferencia,Sí
240,2025-03-24,Teclado mecánico,Accesorios,5,42116.0,Marisol Vargas,Alajuela,Transferencia,No
1141,2025-02-18,Parlante bluetooth,Audio,5,33116.0,Luis Chinchilla,Heredia,Sinpe Móvil,No
378,2025-05-31,Celular gama alta,Celulares,4,531832.0,Fabiola Araya,Alajuela,Tarjeta,Sí
894,2025-05-12,Laptop gamer 15 pulgadas,Laptops,3,736872.0,Fabiola Araya,Heredia,Efectivo,Sí
904,2025-07-07,Mouse inalámbrico,Accesorios,3,7757.0,Kevin Solano,Heredia,Tarjeta,No
316,2025-06-01,Laptop gamer 15 pulgadas,Laptops,2,874049.0,Kevin Solano,Alajuela,Efectivo,No
1086,2025-08-07,Audífonos inalámbricos,Audio,3,24267.0,Luis Chinchilla,Cartago,Transferencia,No
13,2025-04-02,Mouse inalámbrico,Accesorios,2,7000.0,Marisol Vargas,Limón,Efectivo,Sí
993,2025-01-04,Mouse inalámbrico,Accesorios,5,9788.0,Ana Rojas,San José,Transferencia,No
657,2025-07-31,Audífonos inalámbricos,Audio,4,36162.0,Kevin Solano,Heredia,Sinpe Móvil,Sí
1052,2025-08-27,Laptop 14 pulgadas,Laptops,4,480374.0,Kevin Solano,Puntarenas,Transferencia,Sí
813,2025-05-15,Laptop 14 pulgadas,Laptops,2,,Marisol Vargas,Alajuela,Sinpe Móvil,No
1068,2025-05-30,Parlante bluetooth,Audio,4,42491.0,Luis Chinchilla,Puntarenas,Sinpe Móvil,Sí
899,2025-09-16,Funda protectora celular,Accesorios,1,4244.0,Kevin Solano,Limón,Sinpe Móvil,Sí
954,2025-06-20,Celular gama media,Celulares,3,203467.0,Marisol Vargas,Heredia,Tarjeta,Sí
214,2025-05-21,Laptop 14 pulgadas,Laptops,2,457400.0,Fabiola Araya,Limón,Sinpe Móvil,No
217,2025-03-29,Laptop 14 pulgadas,Laptops,1,608200.0,Marisol Vargas,Puntarenas,Tarjeta,No
882,2025-07-07,Cargador portátil (power bank),Accesorios,2,16271.0,Luis Chinchilla,Alajuela,Efectivo,No
602,2025-05-26,Monitor 27 pulgadas curvo,Monitores,1,300093.0,Kevin Solano,Puntarenas,Efectivo,No
811,2025-03-24,Parlante bluetooth,Audio,1,29077.0,  Fabiola Araya  ,Limón,Transferencia,Sí
411,2025-02-13,Audífonos inalámbricos,Audio,3,28414.0,Kevin Solano,Limón,Efectivo,Sí
963,2025-09-05,Teclado mecánico,Accesorios,5,29897.0,Kevin Solano,Puntarenas,Tarjeta,Sí
556,2025-04-03,Celular gama alta,Celulares,5,373882.0,Fabiola Araya,San José,Efectivo,No
410,2025-03-18,Monitor 24 pulgadas,Monitores,3,115705.0,Ana Rojas,Cartago,Transferencia,No
69,2025-04-19,Celular gama alta,Celulares,1,378400.0,Luis Chinchilla,Alajuela,Tarjeta,Sí
542,2025-05-20,Cargador portátil (power bank),Accesorios,4,,Kevin Solano,Heredia,Sinpe Móvil,No
86,2025-09-07,Funda protectora celular,Accesorios,4,3200.0,Ana Rojas,Alajuela,Transferencia,No
235,2025-09-18,Audífonos inalámbricos,Audio,4,17182.0,Luis Chinchilla,Limón,Tarjeta,SI
455,2025-04-11,Monitor 24 pulgadas,Monitores,5,129212.0,Kevin Solano,Heredia,Tarjeta,Sí
418,2025-08-14,Celular gama media,Celulares,4,253874.0,FABIOLA ARAYA,Heredia,Sinpe Móvil,Sí
406,2025-09-01,Celular gama alta,Celulares,5,414784.0,Luis Chinchilla,Guanacaste,Tarjeta,No
992,2025-08-06,Monitor 27 pulgadas curvo,Monitores,5,297367.0,Fabiola Araya,Cartago,Efectivo,Sí
635,2025-08-16,Celular gama media,Celulares,2,162417.0,Kevin Solano,Alajuela,Tarjeta,No
197,12/07/2025,Monitor 24 pulgadas,Monitores,1,177500.0,Fabiola Araya,Alajuela,Transferencia,sí
80,22/08/2025,Celular gama alta,Celulares,2,484300.0,Fabiola Araya,Puntarenas,Efectivo,No
717,2025-04-13,Laptop gamer 15 pulgadas,Laptops,3,1114064.0,Ana Rojas,Cartago,Sinpe Móvil,No
273,2025-06-18,Mouse inalámbrico,Accesorios,3,12205.0,Kevin Solano,Cartago,Sinpe Móvil,No
648,2025-04-14,Celular gama alta,Celulares,2,477450.0,Ana Rojas,Limón,Transferencia,Sí
112,2025-01-27,Funda protectora celular,Accesorios,5,6000.0,Marisol Vargas,San José,Efectivo,Sí
533,2025-02-19,Laptop 14 pulgadas,Laptops,5,415735.0,Ana Rojas,Heredia,Transferencia,No
1099,2025-04-04,Celular gama media,Celulares,1,230833.0,Ana Rojas,Heredia,Transferencia,No
1037,2025-01-21,Celular gama alta,Celulares,2,397989.0,Marisol Vargas,,Efectivo,Sí
673,2025-02-04,Parlante bluetooth,Audio,1,34807.0,Fabiola Araya,Heredia,Transferencia,No
806,2025-01-03,Laptop gamer 15 pulgadas,Laptops,1,984773.0,Luis Chinchilla,Heredia,Tarjeta,No
369,2025-04-19,Celular gama media,Celulares,5,281098.0,  Luis Chinchilla  ,Limón,Transferencia,Sí
488,2025-05-27,Teclado mecánico,Accesorios,1,41251.0,Luis Chinchilla,San José,Efectivo,Sí
1020,2025-05-09,Celular gama alta,Celulares,4,371192.0,Fabiola Araya,Puntarenas,Tarjeta,SI
891,2025-01-01,Mouse inalámbrico,Accesorios,1,12988.0,  Marisol Vargas  ,Alajuela,Efectivo,No
768,2025-03-02,Mouse inalámbrico,Accesorios,5,,Marisol Vargas,Alajuela,Tarjeta,SI
279,2025-07-14,Mouse inalámbrico,Accesorios,2,10562.0,KEVIN SOLANO,Guanacaste,Tarjeta,No
377,2025-03-17,Celular gama alta,Celulares,1,406643.0,Marisol Vargas,,Transferencia,No
348,2025-02-21,Laptop 14 pulgadas,Laptops,4,419928.0,Kevin Solano,Alajuela,Tarjeta,No
395,2025-01-10,Mouse inalámbrico,Accesorios,4,12580.0,Kevin Solano,Heredia,Sinpe Móvil,No
353,2025-05-09,Parlante bluetooth,Audio,4,49895.0,Ana Rojas,Guanacaste,Sinpe Móvil,Sí
513,2025-05-29,Monitor 27 pulgadas curvo,Monitores,2,296947.0,Marisol Vargas,Cartago,Transferencia,Sí
563,2025-09-05,Cargador portátil (power bank),Accesorios,1,12545.0,Luis Chinchilla,Alajuela,Efectivo,No
671,2025-03-30,Funda protectora celular,Accesorios,2,7769.0,Ana Rojas,Puntarenas,Tarjeta,No
1010,2025-05-11,Laptop 14 pulgadas,Laptops,5,473877.0,Ana Rojas,San José,Efectivo,No
682,2025-09-06,Mouse inalámbrico,Accesorios,5,12223.0,Luis Chinchilla,Heredia,Efectivo,Sí
693,2025-02-02,Funda protectora celular,Accesorios,3,7845.0,Kevin Solano,,Transferencia,No
690,2025-05-21,Parlante bluetooth,Audio,4,51551.0,Kevin Solano,Guanacaste,Transferencia,Sí
113,2025-07-08,Mouse inalámbrico,Accesorios,1,8500.0,Luis Chinchilla,Limón,Sinpe Móvil,No
103,2025-06-18,Celular gama alta,Celulares,3,626000.0,Fabiola Araya,,Transferencia,No
403,2025-01-29,Celular gama alta,Celulares,3,532421.0,Kevin Solano,Guanacaste,Sinpe Móvil,Sí
578,2025-01-16,Celular gama alta,Celulares,2,461390.0,Kevin Solano,Puntarenas,Transferencia,Sí
191,2025-09-02,Celular gama media,Celulares,1,262200.0,Fabiola Araya,Cartago,Sinpe Móvil,No
1113,2025-09-16,Laptop gamer 15 pulgadas,Laptops,4,876896.0,Marisol Vargas,Puntarenas,Sinpe Móvil,Sí
922,2025-07-30,Mouse inalámbrico,Accesorios,3,9424.0,Kevin Solano,Puntarenas,Efectivo,Sí
729,2025-09-25,Monitor 27 pulgadas curvo,Monitores,5,226334.0,Ana Rojas,Guanacaste,Transferencia,No
53,2025-05-10,Monitor 24 pulgadas,Monitores,3,,  FABIOLA ARAYA  ,San José,Transferencia,Sí
29,2025-06-03,Mouse inalámbrico,Accesorios,4,6900.0,Luis Chinchilla,Cartago,Tarjeta,No
66,2025-05-26,Laptop 14 pulgadas,Laptops,2,498900.0,Luis Chinchilla,San José,Transferencia,No
863,2025-04-22,Funda protectora celular,Accesorios,3,5175.0,Fabiola Araya,,Sinpe Móvil,Sí
234,2025-05-15,Laptop gamer 15 pulgadas,Laptops,5,908501.0,Marisol Vargas,Guanacaste,Transferencia,Sí
791,2025-04-25,Mouse inalámbrico,Accesorios,5,9179.0,Kevin Solano,Guanacaste,Sinpe Móvil,Sí
997,2025-06-09,Celular gama media,Celulares,5,157125.0,Kevin Solano,Heredia,Tarjeta,No
1134,2025-01-29,Teclado mecánico,Accesorios,2,28705.0,Kevin Solano,Heredia,Tarjeta,Sí
1006,2025-05-16,Celular gama media,Celulares,1,157091.0,Fabiola Araya,Guanacaste,Sinpe Móvil,no
583,2025-01-31,Laptop gamer 15 pulgadas,Laptops,5,868916.0,Kevin Solano,Heredia,Efectivo,No
297,2025-04-19,Teclado mecánico,Accesorios,4,30210.0,Fabiola Araya,Cartago,Sinpe Móvil,No
375,24/09/2025,Parlante bluetooth,Audio,3,37115.0,  Luis Chinchilla  ,Alajuela,Sinpe Móvil,No
860,2025-08-22,Laptop 14 pulgadas,Laptops,5,488664.0,Marisol Vargas,Guanacaste,Efectivo,no
343,2025-07-15,Parlante bluetooth,Audio,4,54618.0,Ana Rojas,Guanacaste,Tarjeta,Sí
987,2025-01-16,Monitor 24 pulgadas,Monitores,2,140220.0,Marisol Vargas,Guanacaste,Transferencia,No
160,2025-09-23,Laptop gamer 15 pulgadas,Laptops,1,740600.0,Marisol Vargas,Guanacaste,Efectivo,Sí
187,2025-04-06,Audífonos inalámbricos,Audio,1,25100.0,Marisol Vargas,Puntarenas,Efectivo,Sí
233,2025-09-13,Celular gama media,Celulares,4,26943.0,Fabiola Araya,Puntarenas,Transferencia,Sí
1034,2025-04-14,Laptop 14 pulgadas,Laptops,4,460962.0,Fabiola Araya,Cartago,Tarjeta,Sí
76,2025-01-19,Monitor 24 pulgadas,Monitores,2,132000.0,Marisol Vargas,,Sinpe Móvil,No
158,2025-03-08,Mouse inalámbrico,Accesorios,2,6800.0,marisol vargas,Heredia,Sinpe Móvil,No
127,2025-01-22,Funda protectora celular,Accesorios,1,7000.0,Luis Chinchilla,Cartago,Sinpe Móvil,No
733,2025-09-13,Laptop 14 pulgadas,Laptops,4,455855.0,Fabiola Araya,San José,Tarjeta,Sí
712,2025-01-20,Teclado mecánico,Accesorios,4,40654.0,Kevin Solano,Limón,Tarjeta,Sí
311,2025-09-09,Celular gama media,Celulares,4,257046.0,Luis Chinchilla,Cartago,Efectivo,No
862,2025-03-06,Monitor 24 pulgadas,Monitores,4,160897.0,Ana Rojas,Alajuela,Efectivo,Sí
1032,2025-03-08,Parlante bluetooth,Audio,1,27684.0,Luis Chinchilla,Cartago,Tarjeta,No
793,2025-04-06,Audífonos inalámbricos,Audio,2,23693.0,LUIS CHINCHILLA,San José,Efectivo,No
213,19/03/2025,Funda protectora celular,Accesorios,1,,Marisol Vargas,San José,Sinpe Móvil,No
998,2025-09-20,Funda protectora celular,Accesorios,4,5898.0,Kevin Solano,Guanacaste,Transferencia,No
104,2025-02-26,Celular gama media,Celulares,2,,ANA ROJAS,Cartago,Efectivo,No
742,2025-09-05,Celular gama alta,Celulares,5,622757.0,Ana Rojas,San José,Efectivo,Sí
911,2025-08-27,Cargador portátil (power bank),Accesorios,1,9799.0,Kevin Solano,San José,Transferencia,Sí
925,2025-08-29,"Monitor 27"" curvo",Monitores,3,235030.0,Fabiola Araya,Guanacaste,Sinpe Móvil,Sí
834,2025-05-13,Teclado mecánico,Accesorios,2,34423.0,Ana Rojas,Cartago,Sinpe Móvil,No
288,2025-05-13,Funda protectora celular,Accesorios,2,7147.0,Kevin Solano,Limón,Sinpe Móvil,Si
509,2025-08-26,Monitor 24 pulgadas,Monitores,5,139689.0,Fabiola Araya,Limón,Efectivo,Sí
1112,2025-04-22,Monitor 27 pulgadas curvo,Monitores,2,311498.0,Ana Rojas,Limón,Tarjeta,Sí
759,2025-04-24,Teclado mecánico,Accesorios,2,36603.0,Kevin Solano,Cartago,Transferencia,Sí
69,2025-04-19,Celular gama alta,Celulares,1,378400.0,Luis Chinchilla,Alajuela,Tarjeta,Sí
738,2025-02-24,Parlante bluetooth,Audio,1,51597.0,Fabiola Araya,Puntarenas,Sinpe Móvil,Sí
262,2025-08-13,Audífonos inalámbricos,Audio,5,31885.0,Marisol Vargas,Limón,Tarjeta,No
864,2025-02-11,Teclado mecánico,Accesorios,2,25065.0,Fabiola Araya,Alajuela,Sinpe Móvil,Sí
183,2025-07-28,Celular gama media,Celulares,2,282100.0,Kevin Solano,Heredia,Efectivo,No
1077,2025-05-14,Funda protectora celular,Accesorios,3,4067.0,Marisol Vargas,San José,Tarjeta,No
1120,2025-07-06,Laptop 14 pulgadas,Laptops,2,461272.0,Marisol Vargas,Limón,Sinpe Móvil,Sí
198,2025-01-02,Celular gama alta,Celulares,3,692500.0,Kevin Solano,Guanacaste,Sinpe Móvil,No
782,2025-02-09,Parlante bluetooth,Audio,1,51439.0,Marisol Vargas,San José,Tarjeta,No
1007,2025-04-30,Funda protectora celular,Accesorios,4,6412.0,Fabiola Araya,Guanacaste,Transferencia,Sí
451,2025-06-08,Laptop 14 pulgadas,Laptops,4,619903.0,Fabiola Araya,Heredia,Sinpe Móvil,No
440,2025-08-16,Parlante bluetooth,Audio,3,36755.0,Kevin Solano,Heredia,Sinpe Móvil,No
90,2025-08-15,Laptop gamer 15 pulgadas,Laptops,4,1193200.0,Marisol Vargas,Guanacaste,Sinpe Móvil,No
1115,2025-03-05,Teclado mecánico,Accesorios,4,26096.0,Ana Rojas,Guanacaste,Transferencia,No
1072,2025-02-02,Laptop gamer 15 pulgadas,Laptops,1,1134615.0,Ana Rojas,Limón,Transferencia,No
475,2025-09-03,Celular gama alta,Celulares,2,537997.0,Marisol Vargas,Limón,Sinpe Móvil,Sí
51,2025-07-27,Cargador portátil (power bank),Accesorios,3,19900.0,Luis Chinchilla,Puntarenas,Tarjeta,No 
688,2025-04-26,Laptop gamer 15 pulgadas,Laptops,2,827233.0,Fabiola Araya,Heredia,Tarjeta,Sí
842,2025-06-29,Laptop 14 pulgadas,Laptops,5,427750.0,Marisol Vargas,San José,Efectivo,No
404,2025-07-08,Cargador portátil (power bank),Accesorios,3,9921.0,Luis Chinchilla,Heredia,Sinpe Móvil,No
665,2025-07-23,Monitor 24 pulgadas,Monitores,4,144237.0,Kevin Solano,Alajuela,Sinpe Móvil,Sí
355,2025-07-22,Celular gama media,Celulares,3,151093.0,Luis Chinchilla,Heredia,Sinpe Móvil,NO
523,2025-07-14,Monitor 24 pulgadas,Monitores,4,147356.0,Kevin Solano,Cartago,Transferencia,No
819,2025-05-26,Monitor 27 pulgadas curvo,Monitores,5,306671.0,Kevin Solano,Cartago,Transferencia,Sí
223,2025-01-14,Monitor 27 pulgadas curvo,Monitores,5,236486.0,Marisol Vargas,Guanacaste,Efectivo,No
478,2025-03-12,Parlante bluetooth,Audio,5,28842.0,Kevin Solano,San José,Sinpe Móvil,No
669,2025-08-03,Monitor 27 pulgadas curvo,Monitores,5,284333.0,Fabiola Araya,,Efectivo,No
971,2025-08-07,Laptop 14 pulgadas,Laptops,4,422956.0,Marisol Vargas,Heredia,Sinpe Móvil,No
856,2025-08-09,Cargador portátil (power bank),Accesorios,3,16164.0,Luis Chinchilla,Heredia,Transferencia,Sí
570,2025-06-16,Teclado mecánico,Accesorios,2,32693.0,Kevin Solano,San José,Sinpe Móvil,No
390,2025-08-15,Funda protectora celular,Accesorios,4,4484.0,Marisol Vargas,Alajuela,Transferencia,No
687,2025-05-13,Audífonos inalámbricos,Audio,1,21842.0,Fabiola Araya,Alajuela,Efectivo,Sí
726,2025-02-23,Audífonos inalámbricos,Audio,4,36869.0,Fabiola Araya,Limón,Sinpe Móvil,Sí
427,2025-09-13,Laptop 14 pulgadas,Laptops,5,508653.0,Marisol Vargas,Heredia,Efectivo,Sí
516,2025-08-02,Parlante bluetooth,Audio,4,26924.0,Fabiola Araya,Puntarenas,Sinpe Móvil,Sí
960,2025-06-11,Parlante bluetooth,Audio,1,30959.0,  Luis Chinchilla  ,Guanacaste,Efectivo,No
357,2025-01-21,Celular gama media,Celulares,3,256462.0,Luis Chinchilla,Heredia,Transferencia,Sí
865,2025-05-09,Laptop gamer 15 pulgadas,Laptops,4,1112409.0,Luis Chinchilla,Limón,Efectivo,No
706,2025-01-03,Mouse inalámbrico,Accesorios,1,10023.0,Kevin Solano,Alajuela,Transferencia,Sí
852,2025-05-20,Funda protectora celular,Accesorios,5,5291.0,Marisol Vargas,Puntarenas,Sinpe Móvil,No
152,2025-08-13,Celular gama media,Celulares,1,,Marisol Vargas,Cartago,Sinpe Móvil,No
1146,2025-03-17,Funda protectora celular,Accesorios,2,3907.0,Kevin Solano,Limón,Sinpe Móvil,No
133,2025-04-26,Celular gama alta,Celulares,5,404200.0,Marisol Vargas,Limón,Tarjeta,No
727,2025-07-14,Celular gama alta, Celulares,3,566748.0,Ana Rojas,Guanacaste,Sinpe Móvil,Sí
30,2025-06-25,Celular gama alta,Celulares,1,572000.0,Marisol Vargas,,Sinpe Móvil,Sí
628,2025-02-25,Audifonos inalambricos,Audio,2,17536.0,Fabiola Araya,Guanacaste,Transferencia,No
929,2025-09-26,Mouse inalámbrico,Accesorios,1,9936.0,Fabiola Araya,Guanacaste,Tarjeta,Sí
227,2025-02-10,Mouse inalámbrico,Accesorios,5,84350.0,Marisol Vargas,Limón,Transferencia,Sí
662,2025-05-02,Monitor 24 pulgadas,Monitores,1,113474.0,marisol vargas,Heredia,Sinpe Móvil,Sí
1145,11/08/2025,Celular gama media,Celulares,5,248093.0,Luis Chinchilla,Heredia,Efectivo,No
762,2025-05-25,Monitor 24 pulgadas,Monitores,1,,Kevin Solano,Heredia,Sinpe Móvil,No
974,2025-05-13,Audífonos inalámbricos,Audio,3,24410.0,Kevin Solano,Limón,Transferencia,No
312,2025-05-05,Parlante bluetooth,Audio,3,43911.0,Kevin Solano,Guanacaste,Transferencia,No
617,2025-08-03,Monitor 27 pulgadas curvo,Monitores,2,248537.0,Fabiola Araya,San José,Transferencia,No
843,2025-06-16,Teclado mecánico,Accesorios,5,33262.0,Fabiola Araya,Alajuela,Sinpe Móvil,No
758,2025-02-04,Monitor 27 pulgadas curvo,Monitores,-5,232618.0,Marisol Vargas,Heredia,Sinpe Móvil,Sí
734,2025-07-31,Mouse inalámbrico,Accesorios,1,10177.0,Luis Chinchilla,Limón,Tarjeta,No
1140,2025-01-25,Monitor 24 pulgadas,Monitores,3,179736.0,Fabiola Araya,Limón,Efectivo,Sí
1117,2025-06-09,Celular gama alta,Celulares,4,439538.0,Fabiola Araya,Cartago,Sinpe Móvil,Sí
368,2025-07-23,Cargador portátil (power bank),Accesorios,3,11278.0,Luis Chinchilla,Limón,Sinpe Móvil,Sí
547,2025-02-15,Cargador portátil (power bank),Accesorios,3,15651.0,Marisol Vargas,Heredia,Transferencia,No
504,2025-01-12,Parlante bluetooth,Audio,4,30397.0,Luis Chinchilla,San José,Efectivo,Sí
869,11/08/2025,Laptop gamer 15 pulgadas,Laptops,3,697685.0,Kevin Solano,Heredia,Tarjeta,No
